id,text,label,category,category_name
7150,"Dear Kotak Bank customer, your internet banking will be locked in 12 hours due to suspicious activity. Secure your account now at kotak-lock.net/verify",1,3,bank_phishing
7151,This is Sub-Inspector Rajan Patel from CBI. Your SIM card was used to open a fraudulent account used in illegal transactions. Report to our online portal within 30 minutes or a search warrant will be executed.,1,1,government_impersonation
7152,Action required: IndusInd Bank detected that your registered mobile number does not match records. Update KYC within 4 hours to avoid suspension.,1,3,bank_phishing
7153,"International Lottery Commission: Your email was auto-selected and you have won USD 50,000. Submit a processing fee of Rs 1,500 to initiate the wire transfer to your account.",1,2,financial_fraud
7154,URGENT Bank of Baroda Notice: Your credit card ending 8901 will be permanently deactivated in 24 hours if KYC is not completed. Update now: bankofbaroda-kyc.net,1,3,bank_phishing
7155,Paytm HR: Please complete your pre-joining formalities by 01-Jun-2026. Upload documents on our onboarding portal using the credentials sent to your email. Contact HR for help.,0,0,legit
7156,"Congratulations! Your mobile number was selected in the KBC Season 15 Mega Lucky Draw. You have won Rs 5 lakh. Pay a processing fee of Rs 1,500 to claim your prize.",1,2,financial_fraud
7157,"Dear customer, your Jio broadband plan of Rs 149 has been renewed successfully. Your connection is active with unlimited data. Thank you for your continued trust.",0,0,legit
7158,"NCB has intercepted a package registered to your Driving License containing narcotics. Senior Officer Neha Khanna is on the line. Transfer Rs 15,000 as a compliance bond to avoid a press release.",1,1,government_impersonation
7159,"Dear customer, your Yes Bank credit card bill payment of Rs 3,500 is due on the 5th. Auto-pay is enabled. No action needed. For details, visit the Yes Bank mobile app.",0,0,legit
7160,"Hi, I am Simran, an IPS officer. I urgently need Rs 1 lakh transferred to a safe account before a raid. I will return double once this case is closed. Please help me out right now.",1,4,romance_parcel_sextortion
7161,ICICI Bank Alert: Your account ending 5555 has been temporarily suspended due to multiple failed login attempts. Click here to restore access immediately: icici-secure.in/verify,1,3,bank_phishing
7162,"Invest Rs 50,000 in XRP today and our AI trading bot will generate 100% returns in 30 days. Withdraw profits at any time to your bank. Over 50,000 happy investors on WazirX.",1,2,financial_fraud
7163,"Your Zepto return for order #763937443 is picked up. Refund of Rs 1,500 will be credited within 5-7 business days to your original payment method. Thank you.",0,0,legit
7164,"ALERT: Your Delhivery shipment tracking number shows a customs hold. The declared value exceeds the limit. Pay Rs 50,000 duty immediately at our secure portal to avoid confiscation.",1,2,financial_fraud
7165,DMart Exchange offer: Your exchange request for order #994209452 is accepted. Pickup scheduled for tomorrow. New product delivery in 2-3 days after quality check.,0,0,legit
7166,"Hello. I know your password is [india2024]. I have been monitoring your device for months. Pay Rs 10,000 in crypto or I will share your browsing history and private images with everyone you know.",1,2,financial_fraud
7167,"Your Reliance Fresh order #934205835 is confirmed. Payment of Rs 1,200 received via UPI. Expected delivery: 3-5 days. You can track your order anytime in the Reliance Fresh app.",0,0,legit
7168,"Your deceased relative has left an unclaimed bank balance of Rs 1 lakh in their account. As the legal heir, you can claim it by paying Rs 499 in legal processing fees to our registered firm.",1,2,financial_fraud
7169,"Merchant payment from Paytm: Pay Rs 2,500 registration fee to unlock your seller account and start receiving unlimited UPI payments. Link: merchant-txn774x.in",1,2,financial_fraud
7170,Your OTP for Federal Bank card transaction is 297168. Valid for 5 minutes. Do not share with anyone. Beware of fraudsters.,0,0,legit
7171,Your Aadhaar OTP for e-KYC verification is 355046. This OTP is valid for 10 minutes. UIDAI and government agencies will NEVER ask for this OTP over the phone.,0,0,legit
7172,LinkedIn: Priya Patel from TCS has sent you a connection request along with a message about a Software Engineer opportunity. View the request in your LinkedIn app.,0,0,legit
7173,"BSNL Subscriber Reward: Your number has won the Rs 25 lakh monthly lucky draw. To initiate the transfer, pay a government tax of Rs 1,500 before the prize expires today.",1,2,financial_fraud
7174,Your Zomato order #466481541 has been cancelled as requested. A refund of Rs 380 will be credited to your original payment method within 5–7 business days.,0,0,legit
7175,Passport Seva: Your passport application status is 'Under Review'. Estimated processing time: 7-10 working days. Track at passportindia.gov.in with file number TXN9715002857.,0,0,legit
7176,Groww: SIP of Rs 999 in SBI Bluechip Fund processed successfully. Your investment is now visible in your portfolio. Stay invested for long-term wealth creation. All the best!,0,0,legit
7177,This is Income Tax Department. We have monitored illegal online fraud activity linked to your Voter ID. You are under digital arrest. Do not leave your home or contact anyone until our verification is complete.,1,1,government_impersonation
7178,"This is Priya from Microsoft technical support. We have detected a fraudulent charge of Rs 10,000 on your account. To resolve this, provide your account details and OTP for verification.",1,3,bank_phishing
7179,We have a court order to seize your assets in connection with a PMLA violation case. Cyber Crime Cell officers are en route to your address. Cooperate by calling back immediately to halt the action.,1,1,government_impersonation
7180,"Congratulations! Your mobile number was selected in the KBC Season 15 Mega Lucky Draw. You have won Rs 2 lakh. Pay a processing fee of Rs 3,000 to claim your prize.",1,2,financial_fraud
7181,"Dear customer, your PNB a/c **6666 has been debited Rs 1,200 via UPI to Nykaa on 01-Jun-2026. If unrecognized, report in the PNB app within 24 hours.",0,0,legit
7182,"Final warning from the Narcotics Control Bureau: your mobile number is linked to active hawala dealings proceedings. Transfer Rs 75,000 to the government escrow account within 20 minutes to avoid arrest.",1,1,government_impersonation
7183,"Dear customer, your BSNL broadband plan of Rs 199 has been renewed successfully. Your connection is active with unlimited data. Thank you for your continued trust.",0,0,legit
7184,Your Kotak Bank net banking OTP is 847117. Use it to complete your login. Do not share this code with anyone. Kotak Bank never asks for OTPs.,0,0,legit
7185,"This is Kavya from Google technical support. We have detected a fraudulent charge of Rs 40,000 on your account. To resolve this, provide your account details and OTP for verification.",1,3,bank_phishing
7186,"Rs 450 received in your BHIM UPI wallet from Myntra. Current balance: Rs Rs 56,200. For help, visit BHIM UPI Help Center within the official app.",0,0,legit
7187,"IRDAI Notice: Your insurance claim of Rs 5 lakh has been approved. To disburse the funds, submit a processing fee of Rs 5,000 at irdai-claims.net within 4 hours to avoid claim expiry.",1,2,financial_fraud
7188,Your electricity bill of Rs 120 for consumer number 812739 is due on 15-May. Pay online at your state electricity board portal or at the nearest authorized center.,0,0,legit
7189,Your OTP for ICICI Bank card transaction is 303933. Valid for 5 minutes. Do not share with anyone. Beware of fraudsters.,0,0,legit
7190,"Lucky Winner Alert: Your number was drawn in the Flipkart Big Billion Days cashback lottery. Prize: Rs 10 lakh. Pay Rs 5,000 as a refundable security deposit to claim.",1,2,financial_fraud
7191,"Your LIC policy number ending 4821 has matured. You have a bonus of Rs 20,000 pending. Pay Rs 5,000 as GST clearance to receive the full maturity amount in your bank within 3 working days.",1,3,bank_phishing
7192,"Airtel Postpaid: Your bill of Rs 1,350 for this month is ready. AutoPay is set up — no action needed. For bill details, log in to MyAirtel app.",0,0,legit
7193,Union Bank of India Fraud Alert: A Rs 2 lakh transaction on account ending 9012 is pending verification. Approve or deny at unionbank-transaction.in before processing.,1,3,bank_phishing
7194,Amazon Update: Your order #625177917 is delayed by 1 day due to high demand. New expected delivery: today by 8 PM. We apologize for the inconvenience caused.,0,0,legit
7195,This is Income Tax Department. We have monitored illegal money laundering activity linked to your Driving License. You are under digital arrest. Do not leave your home or contact anyone until our verification is complete.,1,1,government_impersonation
7196,We have a court order to seize your assets in connection with a tax evasion case. RBI Cybercrime Division officers are en route to your address. Cooperate by calling back immediately to halt the action.,1,1,government_impersonation
7197,Your mobile number has been found in a database seized during a hawala dealings raid. Sub-Inspector Vikram Nair from Cyber Crime Cell requires your immediate cooperation. Failure to comply will result in prosecution.,1,1,government_impersonation
7198,"Your profile was referred to us by Amitabh Bachchan's foundation for a charity grant of Rs 1 lakh. To receive the grant, pay Rs 2,500 as administrative fee and share your bank account details.",1,3,bank_phishing
7199,"Dear customer, your Union Bank of India credit card bill payment of Rs 999 is due on the 5th. Auto-pay is enabled. No action needed. For details, visit the Union Bank of India mobile app.",0,0,legit
7200,OTP 398316 is for your Federal Bank mobile banking login. Expires in 5 minutes. Federal Bank staff will NEVER ask for your OTP. Stay safe from fraudsters.,0,0,legit
7201,Your mutual fund SIP of Rs 650 has been successfully executed. Units purchased at NAV of Rs 45.67. Portfolio value updated in your Zerodha/Groww app. Keep investing!,0,0,legit
7202,"Your deceased relative has left an unclaimed bank balance of Rs 30,000 in their account. As the legal heir, you can claim it by paying Rs 3,000 in legal processing fees to our registered firm.",1,2,financial_fraud
7203,"Matrimonial alert: A highly educated NRI match from Australia has shown interest in your profile. To unlock their contact details, pay Rs 999 as a profile verification fee now.",1,2,financial_fraud
7204,Your phone number has been traced to illegal narcotics trafficking operations. Sub-Inspector Rajat Singh from SEBI Fraud Division is conducting this investigation. This call is being recorded as evidence.,1,1,government_impersonation
7205,"Zerodha: Your order to buy 10 shares of TCS at Rs 520 has been executed. Contract note will be sent to your registered email. For details, view your portfolio.",0,0,legit
7206,"Voter ID Lucky Draw: Your Aadhaar-linked Voter ID has been selected for a government digital reward of Rs 5 lakh. Pay Rs 3,000 as a one-time activation fee to release the funds.",1,2,financial_fraud
7207,Airtel: Your roaming pack is now active for Germany. Enjoy 100 MB/day data and 100 minutes of incoming calls at no extra charge for the next 7 days. Safe travels!,0,0,legit
7208,"Your income tax refund of Rs 4,999 for AY 2025-26 has been processed. It will be credited to your HDFC Bank account ending 1111 within 3-5 business days. Ref: ITR-TXN6257922558.",0,0,legit
7209,"India Post Customs Notice: A package addressed to you from Saudi Arabia has been seized. It contains items exceeding the duty-free limit. Pay Rs 75,000 or it will be destroyed in 48 hours.",1,2,financial_fraud
7210,Kotak Bank credit card offer: Earn 5X reward points on all online transactions this weekend. Log in to the Kotak Bank app to activate and view your eligible offers.,0,0,legit
7211,LinkedIn: Vikram Mehta from Wipro has sent you a connection request along with a message about a Product Manager opportunity. View the request in your LinkedIn app.,0,0,legit
7212,Good news! Your BigBasket order #845063009 is out for delivery today. Our delivery partner will arrive at your address between 9–11 AM. Please be available.,0,0,legit
7213,"Get paid Rs 1,999 for every product review you submit on our platform. Reviews take 5 minutes. Earn Rs 1,500 working just 2 hours a day from the comfort of your home.",1,2,financial_fraud
7214,"Your package from a sender in Canada has arrived at our Blue Dart facility. To release it, complete KYC and pay Rs 499 as handling charges at our portal: Blue Dart-india-portal.net.",1,3,bank_phishing
7215,"ICICI Bank: A UPI payment of Rs 1,500 was successfully sent from account ending 7777 to Amazon via Paytm. If not done by you, report on the ICICI Bank app immediately.",0,0,legit
7216,"Social media manager role — work from home. Manage Instagram and Facebook pages for clients. Pay: Rs 2,000 per hour. Pay Rs 1,500 for orientation session and start this week.",1,2,financial_fraud
7217,Your electricity bill of Rs 680 for consumer no. 812739 has been paid successfully. Payment ref: TXN5135329149. Next bill due: 15th of next month. Thank you for paying on time.,0,0,legit
7218,Action required: Canara Bank has detected that your registered mobile number does not match our records. Update your KYC within 2 hours to avoid suspension.,1,3,bank_phishing
7219,Urgent notice: NCB has registered a First Information Report against you for tax evasion. Inspector Vikram Nair is handling your case. Do not inform family or it will be treated as obstruction.,1,1,government_impersonation
7220,EPFO: Your PF claim of Rs 89 has been approved and dispatched to your Aadhaar-linked bank account. Amount will reflect in 3-5 business days. Claim ID: TXN2730206740.,0,0,legit
7221,"Social media manager role — work from home. Manage Instagram and Facebook pages for clients. Pay: Rs 10,000 per hour. Pay Rs 2,000 for orientation session and start this week.",1,2,financial_fraud
7222,"Referral income opportunity: earn Rs 2,999 for every person you refer to our investment platform. With 5 referrals, earn Rs 1,500 monthly passively. Join our growing network today.",1,2,financial_fraud
7223,Your Passport has been found in a database seized during a foreign exchange violation raid. ACP Rekha Verma from Interpol requires your immediate cooperation. Failure to comply will result in prosecution.,1,1,government_impersonation
7224,AJIO Update: Your order #893648393 is delayed by 1 day due to high demand. New expected delivery: in 4-6 business days. We apologize for the inconvenience caused.,0,0,legit
7225,The Income Tax Department has filed a charge sheet naming your Passport in a hawala dealings case worth crores. You have 20 minutes to appear before our online court or face immediate consequences.,1,1,government_impersonation
7226,651172 is your Federal Bank MPIN reset OTP. Valid for 10 minutes. Never share your OTP or PIN with anyone — even Federal Bank staff will never ask.,0,0,legit
7227,"Cash withdrawn: Rs 89 from Union Bank of India ATM at Hyderabad on 15-May-2026. A/c: **8901. Balance: Rs 67,890. If not done by you, block card immediately via Union Bank of India app.",0,0,legit
7228,"Federal Bank: Use OTP 537989 to authenticate your account change request. Valid for 10 minutes. If you did not request this, please call our official helpline.",0,0,legit
7229,Your Yes Bank Visa card ending 9012 has been compromised. We have blocked it temporarily. Issue a new card by verifying at yesbank-card.net/replace.,1,3,bank_phishing
7230,"Payment of Rs 2,000 to DMart via Paytm was successful. Transaction ID: TXN1888010761. Your Paytm balance: Rs Rs 3,21,500. Thank you for using Paytm.",0,0,legit
7231,"Angel One: Your demat account statement for April 2026 is ready. Total portfolio value: Rs Rs 2,00,000. P&L this month: +Rs Rs 450. View full details in the Angel One app.",0,0,legit
7232,You are under digital custody as ordered by the Supreme Court cybercrime bench. This is Anti-Corruption Bureau. Your Aadhaar number appears in a tax evasion investigation. Cooperate immediately or face arrest.,1,1,government_impersonation
7233,Cashback of Rs 75 credited to your PhonePe wallet for your transaction at Amazon. Valid for 30 days. View offers in the PhonePe Rewards section.,0,0,legit
7234,You are being investigated for hawala dealings by the Income Tax Department. This is your final opportunity to cooperate before a non-bailable warrant is served at your registered address.,1,1,government_impersonation
7235,Your application for the Content Writer position at TCS has been received. Our HR team will review it and contact you within 7 working days if shortlisted. Best of luck!,0,0,legit
7236,Your Aadhaar OTP for e-KYC verification is 783950. This OTP is valid for 10 minutes. UIDAI and government agencies will NEVER ask for this OTP over the phone.,0,0,legit
7237,Your DHL package from Canada has been held at customs. A duty payment of Rs 1 lakh is required to release it. Pay at customs-clearance-india.net within 45 minutes to avoid return.,1,2,financial_fraud
7238,"Your relative Karan is in serious trouble abroad in Australia. They need Rs 15,000 urgently transferred via Western Union to cover emergency hospital and legal fees. Please help immediately.",1,2,financial_fraud
7239,"Blood donation camp at Max Healthcare on 15-May-2026, 9–11 AM. Your registration is confirmed. Donate blood, save lives. Carry government-issued ID. Light refreshments provided.",0,0,legit
7240,"Your XRP wallet has received an unclaimed airdrop of Rs 25,000. To withdraw, pay a Rs 499 gas verification fee at WazirX-claim.net. This offer expires in 24 hours.",1,2,financial_fraud
7241,Our USDT arbitrage trading group made 40% last month. Join our Telegram for live signals. Premium membership: Rs 999/month. Copy our trades and grow your portfolio today.,1,2,financial_fraud
7242,"Get paid Rs 999 for every product review you submit on our platform. Reviews take 5 minutes. Earn Rs 10,000 working just 2 hours a day from the comfort of your home.",1,2,financial_fraud
7243,"Your intimate images shared in our private group are now in our possession. To prevent them from being posted publicly, deposit Rs 30,000 within 15 minutes. No payment means public leak.",1,2,financial_fraud
7244,Reminder: Your appointment with Dr. Sharma at Medanta is scheduled for tomorrow at 6–8 PM. Please carry your ID proof and previous prescriptions. Call to reschedule if needed.,0,0,legit
7245,The Enforcement Directorate has filed a charge sheet naming your mobile number in a illegal transactions case worth crores. You have 15 minutes to appear before our online court or face immediate consequences.,1,1,government_impersonation
7246,Your Yes Bank Visa card ending 8888 has been compromised. We have blocked it temporarily. Issue a new card by verifying at yesbank-card.net/replace.,1,3,bank_phishing
7247,"Celebrity endorsement: Mukesh Ambani has personally invested in our Solana fund. Join with Rs 10,000 and receive 300% guaranteed returns. Verified by major global exchanges.",1,2,financial_fraud
7248,"My love, I am a widow living in Australia with assets worth crores. I want to relocate to India and be with you. I just need Rs 15,000 to complete legal formalities. Please trust me.",1,4,romance_parcel_sextortion
7249,"Your profile was referred to us by Sachin Tendulkar's foundation for a charity grant of Rs 75,000. To receive the grant, pay Rs 999 as administrative fee and share your bank account details.",1,3,bank_phishing
7250,"EPFO Alert: Your PF account has unclaimed balance of Rs 40,000. To withdraw it, update your KYC at epfo-withdrawal.net and pay Rs 3,000 as a processing fee within 4 hours.",1,2,financial_fraud
7251,"Union Bank of India: Use OTP 849368 to authenticate your account change request. Valid for 10 minutes. If you did not request this, please call our official helpline.",0,0,legit
7252,Your Reliance Fresh return for order #985489498 is picked up. Refund of Rs 450 will be credited within 5-7 business days to your original payment method. Thank you.,0,0,legit
7253,Your SBI credit card limit has been reduced to zero pending KYC verification. Complete verification in 4 hours to restore your full limit at sbi-limit.in.,1,3,bank_phishing
7254,"The Yes Bank fraud desk is reversing a fraudulent debit of Rs 1 lakh from your account right now. To complete the reversal, provide the 6-digit confirmation code we sent.",1,1,government_impersonation
7255,Jio: Your data balance is running low. You have used 90% of your monthly data. Recharge now with a plan starting from Rs 249 to avoid speed throttling.,0,0,legit
7256,This is an automated notice from the TRAI. Your mobile number has been flagged for online fraud. You have 1 hour to report online or a physical warrant will be issued.,1,1,government_impersonation
7257,"Referral income opportunity: earn Rs 999 for every person you refer to our investment platform. With 5 referrals, earn Rs 8,000 monthly passively. Join our growing network today.",1,2,financial_fraud
7258,Your health checkup package at Fortis Hospital is booked for 07-May-2026 at 2–4 PM. Fast for 8 hours before your appointment. Carry your insurance card for cashless processing.,0,0,legit
7259,URGENT IndusInd Bank Notice: Your credit card ending 6789 will be permanently deactivated in 6 hours if KYC is not completed. Update now: indusind-kyc.net,1,3,bank_phishing
7260,"ICICI Bank credit card: Rs 1,500 billed at Myntra on 15-May-2026. Total outstanding: Rs 12,450. Min due: Rs 500. Due date: 5th of next month. Pay via ICICI Bank app or website.",0,0,legit
7261,"USDT flash loan opportunity: borrow Rs 50,000 worth of Dogecoin interest-free for 24 hours to execute a one-time arbitrage trade returning 100%. No collateral needed to get started.",1,2,financial_fraud
7262,"Join our premium investment community. Our strategies delivered 15% returns last quarter. Entry fee: Rs 999. Includes live signals, charts, and expert support 24/7.",1,2,financial_fraud
7263,"Ayushman Bharat Yojana: You are eligible for a health benefit of Rs 40,000 under the PM health scheme. Pay Rs 999 registration fee at pmhealthscheme.net to activate your card immediately.",1,2,financial_fraud
7264,"Union Bank of India confirms: Rs 1,200 debited toward your credit card payment ending 3421. Payment received successfully. Your outstanding balance has been updated. Thank you.",0,0,legit
7265,RBI Circular: All UPI accounts must undergo mandatory re-KYC by this Friday. Visit phonepe-rekyc.net within 15 minutes to avoid permanent UPI service suspension.,1,3,bank_phishing
7266,A case under Section 420 IPC and the PMLA Act has been registered against you. Ministry of Home Affairs has issued a warrant. Call back immediately at the number displayed or face arrest within 15 minutes.,1,1,government_impersonation
7267,"PNB: A transaction of Rs 15,000 was attempted from your account. If not done by you, reverse it here: pnb-fraud.in/report",1,2,financial_fraud
7268,"Our SEBI-registered fund manager has maintained a 30% win rate over 18 months. Invest Rs 5,000 today and receive guaranteed monthly returns. Limited slots remaining.",1,2,financial_fraud
7269,Your electricity bill of Rs 380 for consumer no. 812739 has been paid successfully. Payment ref: TXN1503569754. Next bill due: 15th of next month. Thank you for paying on time.,0,0,legit
7270,Your HDFC Bank credit card limit has been reduced to zero pending KYC verification. Complete verification in 3 hours to restore your full limit at hdfc-limit.in.,1,3,bank_phishing
7271,"Municipal Corporation: Your property tax payment of Rs 3,500 for assessment year 2025-26 is confirmed. Receipt no: TXN6576491582. Download receipt from the municipal portal.",0,0,legit
7272,"The Axis Bank fraud desk is reversing a fraudulent debit of Rs 30,000 from your account right now. To complete the reversal, provide the 6-digit confirmation code we sent.",1,3,bank_phishing
7273,A case under Section 420 IPC and the PMLA Act has been registered against you. Ministry of Home Affairs has issued a warrant. Call back immediately at the number displayed or face arrest within 20 minutes.,1,1,government_impersonation
7274,Your Meesho return for order #370691502 is picked up. Refund of Rs 380 will be credited within 5-7 business days to your original payment method. Thank you.,0,0,legit
7275,"Dear customer, your India Post package is awaiting pickup at our hub. A failed delivery fee of Rs 499 is pending. Pay at India Post-missed.in within 30 minutes or the package will be returned.",1,2,financial_fraud
7276,"Rs 380 received in your Paytm wallet from Zomato. Current balance: Rs Rs 1,02,340. For help, visit Paytm Help Center within the official app.",0,0,legit
7277,Jio Bill Reminder: Your bill of Rs 380 for the month of April is due on 20-May. Pay now via the Jio app to earn 100 reward points. Thank you.,0,0,legit
7278,"Canara Bank: Use OTP 648506 to authenticate your account change request. Valid for 10 minutes. If you did not request this, please call our official helpline.",0,0,legit
7279,Reminder: Your SIP of Rs 380 in Axis Long Term Equity Fund will be debited from your bank account on the 5th of this month. Ensure adequate balance. Happy investing!,0,0,legit
7280,Canara Bank SMS: Your net banking OTP is 203299. Valid for 10 minutes. Entering this OTP confirms your transaction. Guard your OTP like your password.,0,0,legit
7281,"Your Vi recharge of Rs 1,199 via Google Pay was successful. Validity: 84 days. Benefits: Unlimited calls + daily data. For help dial 198 or visit MyVi app.",0,0,legit
7282,"Your relative Aditi is in serious trouble abroad in London. They need Rs 50,000 urgently transferred via Western Union to cover emergency hospital and legal fees. Please help immediately.",1,2,financial_fraud
7283,"Income Tax Department: A refund of Rs 30,000 has been processed for your PAN card. To receive it, update your bank details at incometax-refund.net and pay Rs 2,000 as portal fee.",1,1,government_impersonation
7284,Zepto Return Update: Your return request for order #725661236 has been approved. Pickup scheduled for 2-3 days. Refund will be processed after quality check.,0,0,legit
7285,This is a notice from the TRAI cybercrime division. Your IP address was used to conduct tax evasion. You have 90 minutes to submit a compliance report or face immediate arrest.,1,1,government_impersonation
7286,KBC Lottery Board: Your WhatsApp number has been selected for the grand prize of Rs 50 lakh. Pay a one-time processing and tax clearance fee of Rs 499 to receive your prize.,1,2,financial_fraud
7287,This is Inspector Ajay Kumar from Delhi Police Cyber Cell. Your SIM card was used to open a fraudulent account used in narcotics trafficking. Report to our online portal within 90 minutes or a search warrant will be executed.,1,1,government_impersonation
7288,The Anti-Corruption Bureau has filed a charge sheet naming your Driving License in a hawala dealings case worth crores. You have 45 minutes to appear before our online court or face immediate consequences.,1,2,financial_fraud
7289,"KuCoin Exclusive Airdrop: You have been selected to receive free Solana worth Rs 15,000. To claim, connect your wallet at KuCoin-airdrop.net and pay Rs 999 gas fees to unlock.",1,2,financial_fraud
7290,"ALERT: Rs 1,500 debited from SBI a/c **8901 on 07-May-2026 at Zepto. Avl Bal: Rs 1,02,340. Not you? Call SBI helpline. SMS BLOCK to 567676 to block your card.",0,0,legit
7291,Meesho: Hi! Your order #463064630 for Smart Watch is confirmed. Pay on delivery. Expected delivery: within 24 hours. Track order live in the Meesho app. Happy shopping!,0,0,legit
7292,Your SBI OTP is 655869. Valid for 10 minutes. Do not share this OTP with anyone. SBI will never call to ask for your OTP.,0,0,legit
7293,"IRCTC Refund Department: Your refund of Rs 75,000 is ready. To receive it, enter your card CVV and expiry date on the refund portal link we just sent you.",1,2,financial_fraud
7294,URGENT Kotak Bank Notice: Credit card ending 1111 will be permanently deactivated in 24 hours if KYC is not completed. Update now: kotak-kyc.net,1,3,bank_phishing
7295,Use OTP 950863 to complete your Axis Bank account KYC update. This OTP is valid for 5 minutes and is strictly confidential. Never share it with anyone.,0,0,legit
7296,"ALERT: Rs 1,499 debited from Axis Bank a/c **6789 on 05-May-2026 at AJIO. Avl Bal: Rs 1,02,340. Not you? Call Axis Bank helpline. SMS BLOCK to 567676 to block your card.",0,0,legit
7297,Reminder: Your appointment with Dr. Singh at Medanta is scheduled for tomorrow at 11 AM–1 PM. Please carry your ID proof and previous prescriptions. Call to reschedule if needed.,0,0,legit
7298,"NCB has intercepted a package registered to your mobile number containing narcotics. Officer Manish Agarwal is on the line. Transfer Rs 15,000 as a compliance bond to avoid a press release.",1,1,government_impersonation
7299,LinkedIn: Priya Patel from Amazon India has sent you a connection request along with a message about a Product Manager opportunity. View the request in your LinkedIn app.,0,0,legit
7300,You are under digital custody as ordered by the Supreme Court cybercrime bench. This is Income Tax Department. Your Driving License number appears in a hawala dealings investigation. Cooperate immediately or face arrest.,1,1,government_impersonation
7301,"Dear customer, your Union Bank of India credit card bill payment of Rs 120 is due on the 5th. Auto-pay is enabled. No action needed. For details, visit the Union Bank of India mobile app.",0,0,legit
7302,"I hacked your phone and have all your private photos and chat history. Pay Rs 30,000 now at the link below or I will leak everything to your family and LinkedIn connections.",1,2,financial_fraud
7303,Your Driving License has appeared in a drug trafficking money trail. Anti-Corruption Bureau has frozen your financial accounts pending investigation. Cooperate now by calling back to verify your identity.,1,1,government_impersonation
7304,"CoinDCX Exclusive Airdrop: You have been selected to receive free Binance Coin worth Rs 1.5 lakh. To claim, connect your wallet at CoinDCX-airdrop.net and pay Rs 3,000 gas fees to unlock.",1,2,financial_fraud
7305,"This is Paytm support. A suspicious transaction has been flagged on your linked account. To cancel it and receive a Rs 50,000 refund, share the OTP sent to your number.",1,3,bank_phishing
7306,URGENT SBI Notice: Your credit card ending 6666 will be permanently deactivated in 48 hours if KYC is not completed. Update now: sbi-kyc.net,1,3,bank_phishing
7307,"Rs 450 transferred from your ICICI Bank account ending 3333 to Reliance Fresh. Transaction ID: TXN7404532363. Balance: Rs Rs 24,800. For queries, use ICICI Bank official app or website.",0,0,legit
7308,"IRCTC Anniversary Draw: Your PNR was selected for a travel voucher worth Rs 5 lakh. To convert it to cash, pay a processing fee of Rs 999 and provide your account details.",1,2,financial_fraud
7309,Your passport application status has been updated. Please log in to passportindia.gov.in using your registered credentials to view the current status.,0,0,legit
7310,"Yes Bank: Use OTP 981049 to authenticate your account change request. Valid for 10 minutes. If you did not request this, please call our official helpline.",0,0,legit
7311,"We are looking for home-based customer support agents. Work 4 hours per day. Salary: Rs 50,000 per month. Training fee: Rs 800. Job guarantee after training completion.",1,1,government_impersonation
7312,"Myntra: Your order #602994529 has been shipped via Shadowfax. It will arrive 1-2 days. Track at Myntra.com/track or in the app. For queries, contact Myntra support.",0,0,legit
7313,"EPFO Alert: Your PF account has unclaimed balance of Rs 5 lakh. To withdraw it, update your KYC at epfo-withdrawal.net and pay Rs 2,000 as a processing fee within 2 hours.",1,2,financial_fraud
7314,"Amazon: Your order #274095552 has been shipped via Ecom Express. It will arrive within 24 hours. Track at Amazon.com/track or in the app. For queries, contact Amazon support.",0,0,legit
7315,"Rs 999 received in your Google Pay wallet from DMart. Current balance: Rs Rs 1,02,340. For help, visit Google Pay Help Center within the official app.",0,0,legit
7316,"Your secure OTP for PNB credit card transaction is 693032. Do not share this with anyone. If you did not initiate this, call PNB helpline immediately.",0,0,legit
7317,Your BHIM UPI UPI registration OTP is 278740. Valid for 5 minutes. Do not share this code with anyone including BHIM UPI support. Legitimate apps will never ask for your OTP.,0,0,legit
7318,Your Vi recharge of Rs 299 via PhonePe was successful. Validity: 56 days. Benefits: Unlimited calls + daily data. For help dial 198 or visit MyVi app.,0,0,legit
7319,Your Blinkit order #845063009 is confirmed. Payment of Rs 850 received via UPI. Expected delivery: today. You can track your order anytime in the Blinkit app.,0,0,legit
7320,"Marriage bureau alert: A match from a well-settled family in Singapore is interested in you. Pay Rs 2,500 to unlock full profile, photos, and direct contact details on our platform.",1,2,financial_fraud
7321,"ALERT: Rs 650 debited from Union Bank of India a/c **0123 on 06-May-2026 at Blinkit. Avl Bal: Rs 67,890. Not you? Call Union Bank of India helpline. SMS BLOCK to 567676 to block your card.",0,0,legit
7322,NPCI Alert: Your UPI handle was used for a transaction of Rs 1.5 lakh at an unrecognized merchant. Dispute it at npci-dispute.in within 20 minutes to initiate a full refund.,1,2,financial_fraud
7323,URGENT Yes Bank Notice: Credit card ending 4821 will be permanently deactivated in 3 hours if KYC is not completed. Update now: yesbank-kyc.net,1,3,bank_phishing
7324,Officer Rekha Verma here from Mumbai Crime Branch. A case of cybercrime has been filed using your SIM card. Do not disconnect. Stay on this call until further instructions.,1,1,government_impersonation
7325,Your RTO vehicle registration renewal is complete. RC validity extended till 05-May-2026. Download the updated RC from the Parivahan portal or DigiLocker. No physical RC needed.,0,0,legit
7326,"Dear customer, your Bank of India a/c **5555 has been debited Rs 450 via UPI to Blinkit on 07-May-2026. If unrecognized, report in the Bank of India app within 24 hours.",0,0,legit
