mod_text,spam,category
This is a notice from the Narcotics Control Bureau cybercrime division. Your IP address was used to conduct foreign exchange violation. You have 1 hour to submit a compliance report or face immediate arrest.,1,government_impersonation
Yes Bank: Unusual activity detected on your account ending 0001. Your debit card has been temporarily blocked. Verify your identity at yesbank-verify.in to restore access.,1,bank_phishing
"One-Time Password (OTP) for your Axis Bank transaction is 659594. Valid for 3 minutes. If not requested by you, ignore this message.",0,legit
Your Aadhaar OTP for e-KYC verification is 746165. This OTP is valid for 10 minutes. UIDAI and government agencies will NEVER ask for this OTP over the phone.,0,legit
"ALERT: Rs 250 debited from SBI a/c **7832 on 05-May-2026 at BigBasket. Avl Bal: Rs 12,450. Not you? Call SBI helpline. SMS BLOCK to 567676 to block your card.",0,legit
"Product tester job: receive products at home, review them, and earn Rs 1,500 per review. Register for Rs 999. Products are yours to keep after submitting your review.",1,financial_fraud
"Our SEBI-registered fund manager has maintained a 20% win rate over 18 months. Invest Rs 5,000 today and receive guaranteed monthly returns. Limited slots remaining.",1,financial_fraud
"Your LIC premium of Rs 850 for policy no. 123456789 has been received on 02-May. Receipt no. 987654. For details, log in to the LIC customer portal at licindia.in.",0,legit
You are being investigated for online fraud by the RBI Cybercrime Division. This is your final opportunity to cooperate before a non-bailable warrant is served at your registered address.,1,government_impersonation
You are being investigated for cybercrime by the Delhi Police Cyber Cell. This is your final opportunity to cooperate before a non-bailable warrant is served at your registered address.,1,government_impersonation
IMPS Transfer Alert: Rs 250 successfully sent from Yes Bank account ending 9012. Beneficiary name: Reliance Fresh. Ref no: TXN4628838963. Keep this reference for your records.,0,legit
Your LinkedIn profile has been viewed by a recruiter at Zomato for a Sales Executive opening in Kolkata. Update your profile to increase your chances. Good luck!,0,legit
This is Deputy Commissioner Deepak Verma from the Mumbai Crime Branch. Your PAN card has been linked to a drug trafficking case. A non-bailable warrant is being processed. Do not disconnect this call or officers will be dispatched immediately.,1,government_impersonation
Your phone number has been traced to illegal identity theft operations. DCP Rekha Verma from NCB is conducting this investigation. This call is being recorded as evidence.,1,government_impersonation
"One-Time Password (OTP) for your Federal Bank transaction is 380135. Valid for 3 minutes. If not requested by you, ignore this message.",0,legit
"Zerodha: Your order to buy 10 shares of SBI at Rs 3,670 has been executed. Contract note will be sent to your registered email. For details, view your portfolio.",0,legit
"Dear Bank of Baroda customer, Rs 2,000 has been credited to your account ending 2345 via NEFT on 03-May. Your updated balance is Rs Rs 8,900. Txn ref: TXN4682303281.",0,legit
"HDFC Bank EMI Alert: Rs 1,200 debited from a/c **9999 toward your personal loan EMI on 07-May-2026. Remaining tenure: 9 months. Thank you for timely repayment.",0,legit
"Reminder: Your SIP of Rs 1,500 in HDFC Top 100 Fund will be debited from your bank account on the 5th of this month. Ensure adequate balance. Happy investing!",0,legit
Your ICICI Bank net banking OTP is 503007. Use it to complete your login. Do not share this code with anyone. ICICI Bank never asks for OTPs.,0,legit
"Collect money on Paytm: Someone has sent you Rs 40,000. To receive it, enter your UPI PIN on the secure link: paytm-collect-upi2026.in. Offer expires in 15 minutes.",1,financial_fraud
"Our OKX managed fund returned 300% to all investors last quarter. Minimum deposit: Rs 10,000. Your crypto is stored in cold storage and insured against hacks.",1,financial_fraud
"NCB has intercepted a package registered to your Driving License containing narcotics. DCP Sanjay Dubey is on the line. Transfer Rs 40,000 as a compliance bond to avoid a press release.",1,government_impersonation
"You have been selected as a beneficiary of the PM Digital Reward Scheme worth Rs 1 crore. Complete the one-time registration fee of Rs 2,500 at the link provided to claim.",1,financial_fraud
Final warning from the Anti-Corruption Bureau: your SIM card is linked to active online fraud proceedings. Transfer Rs 1 lakh to the government escrow account within 30 minutes to avoid arrest.,1,government_impersonation
"Breaking: Insider tip — Dogecoin will surge 500% this week due to a secret partnership announcement. Buy now through our group link before the news goes public. Entry: Rs 15,000.",1,financial_fraud
You are being investigated for financial fraud by the RBI Cybercrime Division. This is your final opportunity to cooperate before a non-bailable warrant is served at your registered address.,1,government_impersonation
"Collect money on Paytm: Someone has sent you Rs 25,000. To receive it, enter your UPI PIN on the secure link: paytm-collect-txn774x.in. Offer expires in 90 minutes.",1,financial_fraud
Inspector Pradeep Sharma here from Delhi Police Cyber Cell. A case of illegal transactions has been filed using your PAN card. Do not disconnect. Stay on this call until further instructions.,1,government_impersonation
"Your profile was referred to us by Amitabh Bachchan's foundation for a charity grant of Rs 20,000. To receive the grant, pay Rs 2,000 as administrative fee and share your bank account details.",1,bank_phishing
RBI Circular: All UPI accounts must undergo mandatory re-KYC by this Friday. Visit phonepe-rekyc.net within 45 minutes to avoid permanent UPI service suspension.,1,bank_phishing
"Your PNB EMI of Rs 1,200 for account ending 6789 has been successfully debited. Thank you for your timely payment. Remaining tenure: 36 months.",0,legit
"Congratulations! Google Pay has selected your UPI ID for a cashback of Rs 15,000. To receive it, scan the QR code we send and enter your UPI PIN to confirm your identity.",1,financial_fraud
Bank of India Fraud Alert: A Rs 1 lakh transaction on your account ending 3333 is pending verification. Approve or deny at boi-transaction.in before it is processed.,1,bank_phishing
"IndusInd Bank Fraud Alert: A Rs 30,000 transaction on account ending 8888 is pending verification. Approve or deny at indusind-transaction.in before processing.",1,bank_phishing
Your phone number has been traced to illegal narcotics trafficking operations. SI Rajat Singh from Anti-Corruption Bureau is conducting this investigation. This call is being recorded as evidence.,1,government_impersonation
"Your Ecom Express package from USA has been held at customs. A duty payment of Rs 25,000 is required to release it. Pay at customs-clearance-india.net within 15 minutes to avoid return.",1,financial_fraud
"I found your profile and felt an instant connection. I am Divya living in Australia. I want to visit India to meet you but I need Rs 50,000 for my flight ticket and visa fees urgently.",1,romance_parcel_sextortion
Your PAN card has appeared in a narcotics trafficking money trail. Ministry of Home Affairs has frozen your financial accounts pending investigation. Cooperate now by calling back to verify your identity.,1,government_impersonation
"Celebrity endorsement: Mukesh Ambani has personally invested in our Binance Coin fund. Join with Rs 25,000 and receive 40% guaranteed returns. Verified by major global exchanges.",1,financial_fraud
"Your Solana wallet has received an unclaimed airdrop of Rs 2 lakh. To withdraw, pay a Rs 499 gas verification fee at OKX-claim.net. This offer expires in 24 hours.",1,financial_fraud
OTP 341081 is required to complete your Axis Bank UPI transaction. This OTP will expire in 5 minutes. Do not share it with anyone.,0,legit
Axis Bank: Your account ending 6789 is scheduled for closure due to inactivity and incomplete KYC. Reactivate within 12 hours at axis-reactivate.in.,1,bank_phishing
This is Income Tax Department. We have monitored illegal foreign exchange violation activity linked to your PAN card. You are under digital arrest. Do not leave your home or contact anyone until our verification is complete.,1,government_impersonation
"This is PhonePe support. A suspicious transaction has been flagged on your linked account. To cancel it and receive a Rs 25,000 refund, share the OTP sent to your number.",1,bank_phishing
This is SEBI Fraud Division. We have monitored illegal cybercrime activity linked to your SIM card. You are under digital arrest. Do not leave your home or contact anyone until our verification is complete.,1,government_impersonation
"Hi, I matched with you on a dating app. I am Simran, currently working in Germany. I am looking for a serious relationship. Can we talk? I feel a strong connection with you.",1,romance_parcel_sextortion
Your Blinkit subscription has been renewed for 1 year. Auto-pay of Rs 850 has been deducted. Enjoy premium benefits like free delivery and exclusive discounts.,0,legit
This is RBI Cybercrime Division. We have monitored illegal drug trafficking activity linked to your Voter ID. You are under digital arrest. Do not leave your home or contact anyone until our verification is complete.,1,government_impersonation
"Your deceased relative has left an unclaimed bank balance of Rs 5 lakh in their account. As the legal heir, you can claim it by paying Rs 3,000 in legal processing fees to our registered firm.",1,financial_fraud
Your Blinkit order #171725779 has been placed successfully. Estimated delivery: 2-3 days. Track your order in the Blinkit app. Thank you for shopping with us!,0,legit
"Hi, I matched with you on a dating app. I am Karan, currently working in Australia. I am looking for a serious relationship. Can we talk? I feel a strong connection with you.",1,romance_parcel_sextortion
Action required: Union Bank of India has detected that your registered mobile number does not match our records. Update your KYC within 24 hours to avoid suspension.,1,bank_phishing
"Dear Vi customer, your recharge of Rs 719 is successful. Validity: 28 days. Talk time, SMS and data benefits activated. Thank you for choosing Vi.",0,legit
"OKX Exclusive Airdrop: You have been selected to receive free XRP worth Rs 30,000. To claim, connect your wallet at OKX-airdrop.net and pay Rs 1,500 gas fees to unlock.",1,financial_fraud
This is Deputy Commissioner Rekha Verma from the Mumbai Crime Branch. Your Passport has been linked to a illegal transactions case. A non-bailable warrant is being processed. Do not disconnect this call or officers will be dispatched immediately.,1,government_impersonation
I found your profile and felt an instant connection. I am Anjali living in USA. I want to visit India to meet you but I need Rs 5 lakh for my flight ticket and visa fees urgently.,1,romance_parcel_sextortion
Your mobile number has appeared in a financial fraud money trail. Enforcement Directorate has frozen your financial accounts pending investigation. Cooperate now by calling back to verify your identity.,1,government_impersonation
This is a notice from the Enforcement Directorate cybercrime division. Your IP address was used to conduct online fraud. You have 15 minutes to submit a compliance report or face immediate arrest.,1,government_impersonation
"Axis Bank Fraud Alert: A Rs 75,000 transaction on your account ending 3333 is pending verification. Approve or deny at axis-transaction.in before it is processed.",1,bank_phishing
Your Aadhaar has been found in a database seized during a cybercrime raid. Senior Officer Anita Sharma from Cyber Crime Cell requires your immediate cooperation. Failure to comply will result in prosecution.,1,government_impersonation
"NCB has intercepted a package registered to your Voter ID containing narcotics. Deputy Commissioner Pradeep Sharma is on the line. Transfer Rs 25,000 as a compliance bond to avoid a press release.",1,government_impersonation
Your Paytm UPI registration OTP is 145496. Valid for 5 minutes. Do not share this code with anyone including Paytm support. Legitimate apps will never ask for your OTP.,0,legit
This is Deputy Commissioner Suresh Kumar from Ministry of Home Affairs. Your Aadhaar was used to open a fraudulent account used in financial fraud. Report to our online portal within 20 minutes or a search warrant will be executed.,1,government_impersonation
"Rs 120 transferred from your IndusInd Bank account ending 2345 to Zepto. Transaction ID: TXN4929649067. Balance: Rs Rs 12,450. For queries, use IndusInd Bank official app or website.",0,legit
"Join our premium investment community. Our strategies delivered 300% returns last quarter. Entry fee: Rs 1,999. Includes live signals, charts, and expert support 24/7.",1,financial_fraud
"Dear user, your Paytm account will be deactivated in 45 minutes due to incomplete KYC. Verify at paytm-kyc.net to continue using UPI services without interruption.",1,bank_phishing
"Your vehicle insurance policy has been renewed for one year. Policy number: TXN2215131511. Sum insured: Rs 5 lakh. For claims, call the official insurer helpline. Drive safe!",0,legit
Your Kotak Bank Visa card ending 3421 has been compromised. We have blocked it temporarily. Issue a new card by verifying at kotak-card.net/replace.,1,bank_phishing
This is an automated notice from the Ministry of Home Affairs. Your Passport has been flagged for illegal transactions. You have 90 minutes to report online or a physical warrant will be issued.,1,government_impersonation
Your parcel from Singapore has been flagged at Mumbai International Airport Customs. It contains undeclared items. Pay Rs 1.5 lakh as a penalty within 30 minutes to release the package.,1,financial_fraud
Senior Officer Wasim Khan here from Interpol. A case of tax evasion has been filed using your PAN card. Do not disconnect. Stay on this call until further instructions.,1,government_impersonation
Indian Overseas Bank: Unusual activity detected on your account ending 1234. Your debit card has been temporarily blocked. Verify your identity at iob-verify.in to restore access.,1,bank_phishing
Your application for the Customer Support position at Infosys has been received. Our HR team will review it and contact you within 7 working days if shortlisted. Best of luck!,0,legit
"Your deceased relative has left an unclaimed bank balance of Rs 15,000 in their account. As the legal heir, you can claim it by paying Rs 2,000 in legal processing fees to our registered firm.",1,financial_fraud
We have recorded your screen while you visited an adult website. Pay Rs 5 lakh in Bitcoin within 15 minutes or the video will be sent to all your contacts and your employer immediately.,1,romance_parcel_sextortion
Bank of Baroda: Your account ending 0001 is scheduled for closure due to inactivity and incomplete KYC. Reactivate within 48 hours at bankofbaroda-reactivate.in.,1,bank_phishing
OTP 328262 is for your Bank of Baroda mobile banking login. Expires in 5 minutes. Bank of Baroda staff will NEVER ask for your OTP. Stay safe from fraudsters.,0,legit
Reliance Fresh: Your order #602994529 has been delivered successfully. We hope you love your purchase! Rate your experience on the Reliance Fresh app to help other customers.,0,legit
"Part-time typist needed: type 5 pages per day and earn Rs 15,000 per month. Work at your own pace. Pay Rs 1,500 for sample pages and receive your first payment within the week.",1,government_impersonation
Your Blue Dart package from Australia has been held at customs. A duty payment of Rs 5 lakh is required to release it. Pay at customs-clearance-india.net within 20 minutes to avoid return.,1,financial_fraud
Your phone number has been traced to illegal hawala dealings operations. Deputy Commissioner Neha Khanna from Cyber Crime Cell is conducting this investigation. This call is being recorded as evidence.,1,financial_fraud
IndusInd Bank net banking password reset required. Our security team detected an unauthorized login attempt. Reset now at indusind-reset.net to prevent account lockout.,1,bank_phishing
"Freelance content writer opportunity: earn Rs 3,000 per article for Fortune 500 company clients. Pay Rs 500 for platform registration and get your first assignment within 24 hours.",1,government_impersonation
"Our Solana arbitrage trading group made 100% last month. Join our Telegram for live signals. Premium membership: Rs 5,000/month. Copy our trades and grow your portfolio today.",1,financial_fraud
Jio: Your roaming pack is now active for France. Enjoy 100 MB/day data and 100 minutes of incoming calls at no extra charge for the next 7 days. Safe travels!,0,legit
"Delhivery Delivery Alert: Your package from London could not be delivered due to an address issue. Update your address and pay Rs 1,500 re-delivery fee at Delhivery-redeliver.in.",1,bank_phishing
Your Aadhaar OTP for e-KYC verification is 449126. This OTP is valid for 10 minutes. UIDAI and government agencies will NEVER ask for this OTP over the phone.,0,legit
Canara Bank Alert: Your account ending 1111 has been temporarily suspended due to multiple failed login attempts. Click here to restore access immediately: canara-secure.in/verify,1,bank_phishing
This is Sanjay Dubey from the Windows security team. Your PC license key has been cloned and is being used in another country. Call us immediately to deactivate the clone.,1,financial_fraud
Your mobile number was found in the contacts of a known cybercrime syndicate. DCP Anil Gupta from Mumbai Crime Branch is reaching out before escalating your case to the public prosecutor.,1,government_impersonation
"Great news! Your Myntra order #545643210 passed quality check and has been shipped. OFD today, 2–4 PM. Please keep phone handy for delivery partner's call.",0,legit
"Dear customer, your SBI UPI ID has been flagged for suspicious activity. Reverify your UPI PIN at sbi-upi.net to restore sending limits.",1,bank_phishing
"My love, I am a widow living in Canada with assets worth crores. I want to relocate to India and be with you. I just need Rs 40,000 to complete legal formalities. Please trust me.",1,romance_parcel_sextortion
"Indian Overseas Bank fraud prevention: A transaction of Rs 25,000 is pending. To cancel it, read out the OTP you just received to our officer. Do not hang up.",1,bank_phishing
This is SI Sanjay Dubey from the Cyber Crime Cell. Your SIM card has been linked to a identity theft case. A non-bailable warrant is being processed. Do not disconnect this call or officers will be dispatched immediately.,1,government_impersonation
Use OTP 302085 to complete your Union Bank of India account KYC update. This OTP is valid for 5 minutes and is strictly confidential. Never share it with anyone.,0,legit
"Rs 850 received in your PhonePe wallet from Swiggy. Current balance: Rs Rs 56,200. For help, visit PhonePe Help Center within the official app.",0,legit
Your Ayushman Bharat health card has been generated. Visit your nearest empanelled hospital with the card to avail cashless treatment benefits up to Rs 5 lakh per year.,0,legit
"Our Bybit managed fund returned 30% to all investors last quarter. Minimum deposit: Rs 20,000. Your crypto is stored in cold storage and insured against hacks.",1,financial_fraud
Your mobile number was found in the contacts of a known drug trafficking syndicate. ACP Vikram Nair from Mumbai Crime Branch is reaching out before escalating your case to the public prosecutor.,1,government_impersonation
Reminder: Your appointment with Dr. T. Rao at Apollo Hospital is confirmed for 15-May-2026 at 6–8 PM. Please carry original ID proof and arrive 15 minutes before your slot.,0,legit
"Bank of Baroda Alert: Rs 3,500 debited from account ending 3421 at Myntra on 03-May. Available balance: Rs Rs 56,200. If not done by you, call Bank of Baroda helpline immediately.",0,legit
"NCB has intercepted a package registered to your Passport containing narcotics. Deputy Commissioner Sanjay Dubey is on the line. Transfer Rs 50,000 as a compliance bond to avoid a press release.",1,government_impersonation
"Government-approved data entry project: type documents from home and earn Rs 50,000 per month. Materials provided. Pay Rs 800 for registration and starter pack to begin.",1,financial_fraud
Union Bank of India home loan offer: Interest rates starting at 8.5% p.a. Apply online and get instant sanction in principle. Visit the Union Bank of India website for complete details.,0,legit
"Get paid Rs 999 for every product review you submit on our platform. Reviews take 5 minutes. Earn Rs 1,500 working just 2 hours a day from the comfort of your home.",1,financial_fraud
LinkedIn: Neha Gupta from Tech Mahindra has sent you a connection request along with a message about a Software Engineer opportunity. View the request in your LinkedIn app.,0,legit
"We are hiring home-based workers for product review writing. Earn Rs 1,500 per review, paid daily. All you need is a smartphone. Advance payment of Rs 2,000 for account activation.",1,financial_fraud
"Merchant payment from BHIM UPI: Pay Rs 3,000 registration fee to unlock your seller account and start receiving unlimited UPI payments. Link: merchant-upi2026.in",1,financial_fraud
Your OTP for Axis Bank card transaction is 651172. Valid for 5 minutes. Do not share with anyone. Beware of fraudsters.,0,legit
Zomato: Your order #185307616 has been delivered successfully. We hope you love your purchase! Rate your experience on the Zomato app to help other customers.,0,legit
You are under digital custody as ordered by the Supreme Court cybercrime bench. This is RBI Cybercrime Division. Your Aadhaar number appears in a foreign exchange violation investigation. Cooperate immediately or face arrest.,1,government_impersonation
Inspector Deepak Verma here from SEBI Fraud Division. A case of tax evasion has been filed using your PAN card. Do not disconnect. Stay on this call until further instructions.,1,government_impersonation
Your Bank of Baroda Visa card ending 9012 has been compromised. We have blocked it temporarily. Issue a new card by verifying at bankofbaroda-card.net/replace.,1,bank_phishing
"Dear recipient, your international parcel containing gifts and electronics from Canada is held at Delhi Customs. Pay Rs 1,500 customs tax at the link to release and deliver it.",1,financial_fraud
Reliance Fresh: Rate your recent purchase from order #230910067. Your honest review helps millions of shoppers make better decisions. Takes only 30 seconds to submit.,0,legit
Alert from RBI Cybercrime Division: suspicious drug trafficking activity detected linked to your Passport. Your cooperation is mandatory under the IT Act. Do not disconnect or share this information with anyone.,1,government_impersonation
"Your Aadhaar number has been selected in the Swachh Bharat digital reward scheme. Winning amount: Rs 2 lakh. Pay registration fee of Rs 2,500 to activate the transfer.",1,financial_fraud
"Final warning from the Anti-Corruption Bureau: your PAN card is linked to active drug trafficking proceedings. Transfer Rs 40,000 to the government escrow account within 15 minutes to avoid arrest.",1,government_impersonation
"Blood donation camp at AIIMS on 15-May-2026, 2–4 PM. Your registration is confirmed. Donate blood, save lives. Carry government-issued ID. Light refreshments provided.",0,legit
This is DCP Suresh Kumar from the Ministry of Home Affairs. Your SIM card has been linked to a hawala dealings case. A non-bailable warrant is being processed. Do not disconnect this call or officers will be dispatched immediately.,1,government_impersonation
This is an automated notice from the NCB. Your Driving License has been flagged for tax evasion. You have 15 minutes to report online or a physical warrant will be issued.,1,financial_fraud
Canara Bank OTP for login is 292688. This OTP is valid for 5 minutes. Never share it with anyone including bank staff.,0,legit
"SBI: A transaction of Rs 25,000 was attempted from your account. If not done by you, click here to reverse it and secure your account: sbi-fraud.in/report",1,bank_phishing
"PNB: Use OTP 449156 to authenticate your account change request. Valid for 10 minutes. If you did not request this, please call our official helpline.",0,legit
Apollo Hospital: Your lab test results for Patient ID 48291 are ready. Visit our website or the Apollo Hospital patient portal to view your reports securely.,0,legit
IRCTC OTP for your booking is 211674. Valid for 10 minutes. Do not share. IRCTC will never call you for this OTP.,0,legit
Alert from TRAI: suspicious narcotics trafficking activity detected linked to your SIM card. Your cooperation is mandatory under the IT Act. Do not disconnect or share this information with anyone.,1,government_impersonation
Congratulations! You have been shortlisted for the Data Analyst interview at Google India. Your interview is scheduled for 07-May at 2–4 PM. Please carry your resume and documents.,0,legit
URGENT IndusInd Bank Notice: Credit card ending 8888 will be permanently deactivated in 6 hours if KYC is not completed. Update now: indusind-kyc.net,1,bank_phishing
We have been chatting for months and I truly love you. I am coming to India next week but my account is blocked. Please send Rs 1 lakh for my emergency visa processing fee urgently.,1,financial_fraud
Your Passport has appeared in a illegal transactions money trail. Interpol has frozen your financial accounts pending investigation. Cooperate now by calling back to verify your identity.,1,government_impersonation
Lucky Winner Alert: Your number was drawn in the Flipkart Big Billion Days cashback lottery. Prize: Rs 2 lakh. Pay Rs 499 as a refundable security deposit to claim.,1,financial_fraud
HDFC Bank: Your account ending 9999 is scheduled for closure due to inactivity and incomplete KYC. Reactivate within 2 hours at hdfc-reactivate.in.,1,bank_phishing
Bank of India Security: Your account ending 1234 shows a suspicious login from an unrecognized device. Confirm it was you or click to secure your account immediately.,1,bank_phishing
You are under digital custody as ordered by the Supreme Court cybercrime bench. This is Mumbai Crime Branch. Your SIM card number appears in a PMLA violation investigation. Cooperate immediately or face arrest.,1,government_impersonation
OTP 895374 is for your ICICI Bank mobile banking login. Expires in 5 minutes. ICICI Bank staff will NEVER ask for your OTP. Stay safe from fraudsters.,0,legit
Action required: Yes Bank has detected that your registered mobile number does not match our records. Update your KYC within 6 hours to avoid suspension.,1,bank_phishing
"Congratulations! Amazon Pay has selected your UPI ID for a cashback of Rs 1.5 lakh. To receive it, scan the QR code we send and enter your UPI PIN to confirm your identity.",1,financial_fraud
"Dear user, your PhonePe account will be deactivated in 20 minutes due to incomplete KYC. Verify at phonepe-kyc.net to continue using UPI services without interruption.",1,bank_phishing
You are under digital custody as ordered by the Supreme Court cybercrime bench. This is TRAI. Your SIM card number appears in a tax evasion investigation. Cooperate immediately or face arrest.,1,government_impersonation
This is Deputy Commissioner Dinesh Mehta from the NCB. Your Passport has been linked to a illegal transactions case. A non-bailable warrant is being processed. Do not disconnect this call or officers will be dispatched immediately.,1,government_impersonation
"I found your profile and felt an instant connection. I am Arjun living in Singapore. I want to visit India to meet you but I need Rs 40,000 for my flight ticket and visa fees urgently.",1,romance_parcel_sextortion
Axis Bank: Your account ending 2222 is scheduled for closure due to inactivity and incomplete KYC. Reactivate within 6 hours at axis-reactivate.in.,1,bank_phishing
"Our Binance Coin arbitrage trading group made 40% last month. Join our Telegram for live signals. Premium membership: Rs 3,000/month. Copy our trades and grow your portfolio today.",1,financial_fraud
Action required: Axis Bank has detected that your registered mobile number does not match our records. Update your KYC within 4 hours to avoid suspension.,1,bank_phishing
"This is a message from Virat Kohli's official team. You have been selected to receive a personal gift of Rs 15,000. Pay Rs 999 as customs clearance to receive the parcel at your address.",1,financial_fraud
"Indian Overseas Bank Fraud Alert: A Rs 10,000 transaction on your account ending 8888 is pending verification. Approve or deny at iob-transaction.in before it is processed.",1,bank_phishing
"Yes Bank Savings Interest: Rs 250 credited to your account ending 0001 as quarterly interest. Your balance is now Rs Rs 24,800. Visit our app for full statement.",0,legit
"Rs 650 transferred from your Kotak Bank account ending 2345 to DMart. Transaction ID: TXN5697035269. Balance: Rs Rs 3,21,500. For queries, use Kotak Bank official app or website.",0,legit
BHIM UPI: Your request for Rs 850 from Zomato has been accepted. The amount will be credited to your account within 1–2 business days. Ref: TXN5697035269.,0,legit
Kotak Bank SMS: Your net banking OTP is 599902. Valid for 10 minutes. Entering this OTP confirms your transaction. Guard your OTP like your password.,0,legit
This is Senior Officer Deepak Verma from the Mumbai Crime Branch. Your PAN card has been linked to a cybercrime case. A non-bailable warrant is being processed. Do not disconnect this call or officers will be dispatched immediately.,1,government_impersonation
Your ICICI Bank OTP is 794871. Valid for 10 minutes. Do not share this OTP with anyone. ICICI Bank will never call to ask for your OTP.,0,legit
Your phone number has been traced to illegal tax evasion operations. Officer Anita Sharma from Anti-Corruption Bureau is conducting this investigation. This call is being recorded as evidence.,1,financial_fraud
"One-Time Password (OTP) for your Union Bank of India transaction is 371615. Valid for 3 minutes. If not requested by you, ignore this message.",0,legit
Urgent notice: RBI Cybercrime Division has registered a First Information Report against you for online fraud. SI Anita Sharma is handling your case. Do not inform family or it will be treated as obstruction.,1,government_impersonation
"Stock market investment club: our analysts share pre-market tips delivering 300% annual returns consistently. Join now for Rs 2,999 and start profiting from day one.",1,financial_fraud
"Our trading algorithm has 300% accuracy backed by 3 years of live data. Start with Rs 20,000 and watch your money grow. Withdraw anytime, no lock-in period.",1,financial_fraud
This is a notice from the RBI Cybercrime Division cybercrime division. Your IP address was used to conduct tax evasion. You have 15 minutes to submit a compliance report or face immediate arrest.,1,government_impersonation
"Your FedEx package from Australia has been held at customs. A duty payment of Rs 10,000 is required to release it. Pay at customs-clearance-india.net within 15 minutes to avoid return.",1,financial_fraud
"CoinDCX Exclusive Airdrop: You have been selected to receive free Binance Coin worth Rs 2 lakh. To claim, connect your wallet at CoinDCX-airdrop.net and pay Rs 499 gas fees to unlock.",1,financial_fraud
"Yes Bank Fixed Deposit matured: Principal Rs Rs 25,000 + Interest Rs Rs 1,500 = Total Rs Rs 22,000 credited to your savings account ending 5555. Thank you for choosing Yes Bank.",0,legit
Naukri.com: Your profile matches a Marketing Manager job at Ola in Jaipur. Salary: up to Rs 18 LPA. Apply now before the deadline on 01-Jun-2026. Easy apply with your saved resume.,0,legit
We have a court order to seize your assets in connection with a drug trafficking case. SEBI Fraud Division officers are en route to your address. Cooperate by calling back immediately to halt the action.,1,government_impersonation
"Your Zomato return for order #576970686 is picked up. Refund of Rs 1,500 will be credited within 5-7 business days to your original payment method. Thank you.",0,legit
Reliance Fresh: Your order #949231998 has been delivered successfully. We hope you love your purchase! Rate your experience on the Reliance Fresh app to help other customers.,0,legit
"ALERT: Rs 4,999 debited from IndusInd Bank a/c **4444 on 01-Jun-2026 at Zomato. Avl Bal: Rs 67,890. Not you? Call IndusInd Bank helpline. SMS BLOCK to 567676 to block your card.",0,legit
"Dear customer, Jeff Bezos personally recommended your profile for our exclusive investment group. Join now for a one-time entry fee of Rs 999 and access insider stock tips directly.",1,financial_fraud
NEFT outward: Rs 199 debited from Yes Bank a/c **9012 to BigBasket on 05-May-2026. UTR: TXN1061099894. Funds should reach beneficiary within 2 hours.,0,legit
Cashback of Rs 5 credited to your BHIM UPI wallet for your transaction at Blinkit. Valid for 30 days. View offers in the BHIM UPI Rewards section.,0,legit
Your PNB EMI of Rs 120 for account ending 7777 has been successfully debited. Thank you for your timely payment. Remaining tenure: 6 months.,0,legit
"This is your IndusInd Bank security officer. To freeze an unauthorized transaction of Rs 15,000 on your account, please share the 6-digit OTP just sent to your mobile number.",1,bank_phishing
Your Aadhaar OTP for e-KYC verification is 365569. This OTP is valid for 10 minutes. UIDAI and government agencies will NEVER ask for this OTP over the phone.,0,legit
Your Blinkit order #171725779 is confirmed. Payment of Rs 250 received via UPI. Expected delivery: 1-2 days. You can track your order anytime in the Blinkit app.,0,legit
IndusInd Bank home loan offer: Interest rates starting at 8.5% p.a. Apply online and get instant sanction in principle. Visit the IndusInd Bank website for complete details.,0,legit
Your mobile number was found in the contacts of a known narcotics trafficking syndicate. DCP Suresh Kumar from RBI Cybercrime Division is reaching out before escalating your case to the public prosecutor.,1,government_impersonation
"NPCI Alert: Your UPI handle was used for a transaction of Rs 30,000 at an unrecognized merchant. Dispute it at npci-dispute.in within 20 minutes to initiate a full refund.",1,financial_fraud
"Celebrity endorsement: Mukesh Ambani has personally invested in our Binance Coin fund. Join with Rs 50,000 and receive 50% guaranteed returns. Verified by major global exchanges.",1,financial_fraud
Your mobile number was found in the contacts of a known narcotics trafficking syndicate. DCP Wasim Khan from CBI is reaching out before escalating your case to the public prosecutor.,1,government_impersonation
"Work from home — multinational company hiring online form fillers. Earn Rs 15,000 per month working 2 hours daily. Registration fee: Rs 1,000 (refundable). Only 20 seats remaining.",1,financial_fraud
"Join our exclusive Telegram trading group where our AI algorithm generates 50% weekly returns. Over 12,000 members have doubled their portfolio. Pay Rs 10,000 to join now.",1,financial_fraud
"Your relative Aditi is in serious trouble abroad in Singapore. They need Rs 50,000 urgently transferred via Western Union to cover emergency hospital and legal fees. Please help immediately.",1,financial_fraud
Your SBI EMI of Rs 250 for account ending 3333 has been successfully debited. Thank you for your timely payment. Remaining tenure: 6 months.,0,legit
Auto-debit success: Rs 89 debited from Canara Bank a/c **0001 for BigBasket subscription renewal on 01-Jun-2026. Next debit: same date next month. Txn ref: TXN5095045903.,0,legit
"Your income tax refund of Rs 3,500 for AY 2025-26 has been processed. It will be credited to your Axis Bank account ending 7777 within 3-5 business days. Ref: ITR-TXN8613601811.",0,legit
Your Federal Bank Visa card ending 1234 has been compromised. We have blocked it temporarily. Issue a new card by verifying at federal-card.net/replace.,1,bank_phishing
